DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;DEPMUNI;CIUDADES28;Clase;P1987;P1988;P1988S1;P1989;P1990
600360;235;1;1;1;205.89073911;00000;1;Cabecera;2;1;2;1;1
600361;235;1;1;1;119.41283608;00000;1;Cabecera;3;1;2;2;1
600362;235;1;1;1;206.91093842;00000;1;Cabecera;3;1;2;2;1
600363;235;1;1;1;84.526358705;00000;1;Cabecera;2;1;3;1;1
600364;235;1;1;1;139.42396553;00000;1;Cabecera;3;1;1;2;1
600365;235;1;1;1;622.57078084;00000;1;Cabecera;2;1;1;1;1
600366;235;1;1;1;744.67603447;00000;1;Cabecera;2;1;1;1;1
600367;235;1;1;1;639.49815995;00000;1;Cabecera;2;1;1;1;1
600368;235;1;1;1;862.02945043;00000;1;Cabecera;2;1;1;2;1
600369;235;1;1;1;369.99423603;00000;1;Cabecera;2;1;1;1;1
600370;235;1;1;1;896.34979224;00000;1;Cabecera;2;1;1;1;1
600371;235;1;1;1;328.80326575;00000;1;Cabecera;2;1;1;1;1
600372;235;1;1;1;439.80770146;00000;1;Cabecera;2;1;1;1;1
600373;235;1;1;1;328.80326575;00000;1;Cabecera;2;1;1;1;1
600374;235;1;1;1;696.57441376;00000;1;Cabecera;2;1;1;1;1
600375;235;1;1;1;102.12452737;50001;1;Cabecera;1;1;2;1;1
600376;235;1;1;1;72.858933918;50001;1;Cabecera;1;1;3;1;1
600377;235;1;1;1;63.133005005;50001;1;Cabecera;2;1;3;2;1
600378;235;1;1;1;62.311479941;50001;1;Cabecera;1;1;3;1;1
600379;235;1;1;1;58.314137364;50001;1;Cabecera;1;1;1;1;1
600380;235;1;1;1;47.987677713;50001;1;Cabecera;1;1;1;1;1
600381;235;1;1;1;73.941033051;50001;1;Cabecera;2;1;1;1;1
600382;235;1;1;1;150.41559905;50001;1;Cabecera;1;1;1;2;1
600383;235;1;1;1;89.930716503;50001;1;Cabecera;1;1;2;1;1
600384;235;1;1;1;65.275926213;50001;1;Cabecera;2;1;3;1;1
600385;235;1;1;1;116.59290383;50001;1;Cabecera;2;1;3;2;1
600386;235;1;1;1;68.052268585;50001;1;Cabecera;1;1;3;1;1
600387;235;1;1;1;130.47230572;50001;1;Cabecera;1;1;3;1;1
600388;235;1;1;1;117.47059123;50001;1;Cabecera;1;1;3;2;1
600389;235;1;1;1;63.016571594;50001;1;Cabecera;1;1;3;1;1
600390;235;1;1;1;118.12015129;50001;1;Cabecera;2;1;2;2;1
600391;235;1;1;1;138.5118013;50001;1;Cabecera;2;1;2;2;1
600392;235;1;1;1;95.063599733;50001;1;Cabecera;2;1;2;2;1
600393;235;1;1;1;64.138641735;50001;1;Cabecera;1;1;4;1;1
600394;235;1;1;1;71.905008009;50001;1;Cabecera;1;1;4;1;1
600395;235;1;1;1;83.684043949;50001;1;Cabecera;2;1;1;2;1
600396;235;1;1;1;43.458049676;50001;1;Cabecera;1;1;6;1;1
600397;235;1;1;1;55.790586286;50001;1;Cabecera;1;1;6;1;1
600398;235;1;1;1;76.364012575;50001;1;Cabecera;2;1;3;2;1
600399;235;1;1;1;90.147354986;50001;1;Cabecera;1;1;3;2;1
600400;235;1;1;1;85.546109605;50001;1;Cabecera;2;1;3;2;1
600401;235;1;1;1;76.840132895;50001;1;Cabecera;2;1;1;1;1
600402;235;1;1;1;85.284425895;50001;1;Cabecera;1;1;3;1;1
600403;235;1;1;1;50.607439796;50001;1;Cabecera;1;1;6;1;1
600404;235;1;1;1;59.593604477;50001;1;Cabecera;2;1;3;2;1
600405;235;1;1;1;45.230110785;50001;1;Cabecera;1;1;6;1;1
600406;235;1;1;1;52.571200696;50001;1;Cabecera;1;1;6;1;1
600407;235;1;1;1;77.526966369;50001;1;Cabecera;2;1;5;1;1
600408;235;1;1;1;54.398722218;50001;1;Cabecera;1;1;3;2;1
600409;235;1;1;1;63.162498033;50001;1;Cabecera;1;1;3;2;1
600410;235;1;1;1;90.457537335;50001;1;Cabecera;2;1;1;1;1
600411;235;1;1;1;119.42449101;50001;1;Cabecera;2;1;1;1;1
600412;235;1;1;1;57.765190628;50001;1;Cabecera;1;1;3;1;1
600413;235;1;1;1;97.015436681;50001;1;Cabecera;2;1;3;2;1
600414;235;1;1;1;55.835228133;50001;1;Cabecera;1;1;3;2;1
600415;235;1;1;1;106.2263848;50001;1;Cabecera;2;1;3;2;1
600417;235;1;1;1;61.783301381;50001;1;Cabecera;2;1;3;2;1
600418;235;1;1;1;115.42650108;50001;1;Cabecera;1;1;1;1;1
600419;235;1;1;1;57.341357417;50001;1;Cabecera;1;1;3;2;1
600420;235;1;1;1;51.932899234;50001;1;Cabecera;2;1;3;2;1
600421;235;1;1;1;97.459942247;50001;1;Cabecera;1;1;3;2;2
600422;235;1;1;1;64.125833934;50001;1;Cabecera;1;1;2;1;1
600423;235;1;1;1;60.172073571;50001;1;Cabecera;1;1;2;1;1
600424;235;1;1;1;58.998980931;50001;1;Cabecera;1;1;3;1;1
600425;235;1;1;1;57.095213177;50001;1;Cabecera;2;1;2;1;1
600426;235;1;1;1;50.909341716;50001;1;Cabecera;1;1;3;1;1
600427;235;1;1;1;65.730533132;50001;1;Cabecera;2;1;2;2;1
600428;235;1;1;1;64.357605605;50001;1;Cabecera;2;1;2;2;1
600429;235;1;1;1;97.658867117;50001;1;Cabecera;2;1;3;1;1
600430;235;1;1;1;72.206488285;50001;1;Cabecera;1;1;3;1;1
600431;235;1;1;1;64.357605605;50001;1;Cabecera;2;1;2;1;1
600432;235;1;1;1;97.931085468;50001;1;Cabecera;1;1;3;2;1
600433;235;1;1;1;86.554832057;50001;1;Cabecera;2;1;1;1;1
600434;235;1;1;1;47.143836813;50001;1;Cabecera;1;1;3;1;1
600435;235;1;1;1;61.560800577;50001;1;Cabecera;1;1;3;1;1
600436;235;1;1;1;50.909341716;50001;1;Cabecera;1;1;3;1;1
600437;235;1;1;1;58.094422059;50001;1;Cabecera;1;1;3;1;1
600438;235;1;1;1;57.75403985;50001;1;Cabecera;1;1;3;2;1
600439;235;1;1;1;83.107080778;50001;1;Cabecera;2;1;1;1;1
600440;235;1;1;1;59.009273957;50001;1;Cabecera;1;1;3;1;1
600441;235;1;1;1;62.705026743;50001;1;Cabecera;1;1;2;2;1
600442;235;1;1;1;91.919644766;50001;1;Cabecera;2;1;1;2;1
600443;235;1;1;1;71.031692973;50001;1;Cabecera;1;1;2;2;1
600444;235;1;1;1;54.822555429;50001;1;Cabecera;1;1;3;2;1
600445;235;1;1;1;53.3114214;50001;1;Cabecera;1;1;3;1;1
600446;235;1;1;1;80.735024854;50001;1;Cabecera;2;1;2;2;1
600447;235;1;1;1;66.652143032;50001;1;Cabecera;1;1;2;1;1
600448;235;1;1;1;85.903032119;50001;1;Cabecera;2;1;1;1;1
600449;235;1;1;1;77.967953797;50001;1;Cabecera;2;1;1;1;1
600450;235;1;1;1;59.799425317;50001;1;Cabecera;2;1;2;1;1
600451;235;1;1;1;58.564682182;50001;1;Cabecera;2;1;1;1;1
600452;235;1;1;1;66.90887473;50001;1;Cabecera;2;1;2;1;1
600453;235;1;1;1;69.101558144;50001;1;Cabecera;2;1;3;1;1
600454;235;1;1;1;62.951236987;50001;1;Cabecera;1;1;1;1;1
600455;235;1;1;1;71.25121901;50001;1;Cabecera;1;1;2;2;1
600456;235;1;1;1;69.89909325;50001;1;Cabecera;1;1;2;1;1
600457;235;1;1;1;106.54753946;50001;1;Cabecera;3;1;1;2;1
600458;235;1;1;1;66.989114836;50001;1;Cabecera;2;1;2;2;1
600459;235;1;1;1;89.699137975;50001;1;Cabecera;1;1;1;1;1
600460;235;1;1;1;72.618027574;50001;1;Cabecera;2;1;2;2;1
600461;235;1;1;1;61.150800833;50001;1;Cabecera;2;1;2;2;1
600462;235;1;1;1;76.807230185;50001;1;Cabecera;1;1;1;1;1
600463;235;1;1;1;60.171611607;50001;1;Cabecera;2;1;2;1;1
600464;235;1;1;1;80.206783854;50001;1;Cabecera;2;1;1;2;1
600465;235;1;1;1;85.454966452;50001;1;Cabecera;1;1;2;1;1
600466;235;1;1;1;73.485396052;50001;1;Cabecera;1;1;2;2;1
600467;235;1;1;1;97.892159362;50001;1;Cabecera;2;1;2;2;1
600468;235;1;1;1;115.84369009;50001;1;Cabecera;2;1;2;2;1
600469;235;1;1;1;112.69558294;50001;1;Cabecera;1;1;2;1;1
600470;235;1;1;1;88.845421207;50001;1;Cabecera;2;1;2;1;1
600471;235;1;1;1;101.99760416;50001;1;Cabecera;2;1;2;2;1
600472;235;1;1;1;112.03652755;50001;1;Cabecera;2;1;2;1;1
600473;235;1;1;1;95.96218986;50001;1;Cabecera;2;1;2;2;1
600474;235;1;1;1;699.27880019;00000;1;Cabecera;1;1;2;1;1
600475;235;1;1;1;498.100298;00000;1;Cabecera;2;1;2;3;1
600476;235;1;1;1;592.50524488;00000;1;Cabecera;1;1;2;1;1
600477;235;1;1;1;465.45977559;00000;1;Cabecera;1;1;2;1;1
600478;235;1;1;1;980.70849496;00000;1;Cabecera;1;1;1;1;1
600479;235;1;1;1;958.28892069;00000;1;Cabecera;1;1;1;1;1
600480;235;1;1;1;154.7096311;54001;1;Cabecera;1;1;2;2;1
600481;235;1;1;1;73.223817497;00000;0;Centro poblado y rur;1;1;2;3;1
600482;235;1;1;1;50.14414006;00000;0;Centro poblado y rur;1;1;2;3;1
600483;235;1;1;1;1274.140925;00000;0;Cabecera;1;1;2;1;1
600484;235;1;1;1;1223.1194727;00000;0;Cabecera;1;1;2;1;1
600485;235;1;1;1;1215.0906465;00000;0;Cabecera;1;1;2;1;1
600486;235;1;1;1;1149.9566633;00000;0;Cabecera;1;1;2;1;1
600487;235;1;1;1;632.93293105;00000;0;Cabecera;2;1;2;1;1
600488;235;1;1;1;794.03231265;00000;0;Cabecera;2;1;3;2;1
600489;235;1;1;1;819.31022794;00000;0;Cabecera;2;1;2;2;1
600490;235;1;1;1;819.31022794;00000;0;Cabecera;2;1;2;2;1
600491;235;1;1;1;819.31022794;00000;0;Cabecera;2;1;2;2;1
600492;235;1;1;1;819.31022794;00000;0;Cabecera;2;1;2;2;1
600493;235;1;1;1;819.31022794;00000;0;Cabecera;2;1;2;2;1
600494;235;1;1;1;660.48451528;00000;0;Cabecera;1;1;2;1;1
600495;235;1;1;1;1057.1138738;00000;0;Cabecera;1;1;2;2;1
600496;235;1;1;1;632.93293105;00000;0;Cabecera;2;1;2;1;1
600497;235;1;1;1;1599.668404;00000;0;Cabecera;2;1;1;2;1
600498;235;1;1;1;767.19143157;00000;0;Cabecera;1;1;1;1;1
600499;235;1;1;1;1170.8100112;00000;0;Cabecera;2;1;1;2;1
600500;235;1;1;1;1167.0550525;00000;0;Cabecera;2;1;2;3;1
600501;235;1;1;1;88.664457144;54001;1;Cabecera;2;1;2;2;1
600502;235;1;1;1;77.721611778;54001;1;Cabecera;1;1;2;1;1
600503;235;1;1;1;111.44773433;54001;1;Cabecera;1;1;2;1;1
600504;235;1;1;1;159.98498227;54001;1;Cabecera;2;1;2;2;1
600505;235;1;1;1;141.60467725;54001;1;Cabecera;1;1;2;3;1
600506;235;1;1;1;177.27605688;54001;1;Cabecera;1;1;2;1;1
600507;235;1;1;1;127.26583283;54001;1;Cabecera;1;1;2;1;1
600508;235;1;1;1;64.164032997;54001;1;Cabecera;1;1;2;3;1
600509;235;1;1;1;207.85601099;54001;1;Cabecera;1;1;2;4;1
600510;235;1;1;1;183.51655038;54001;1;Cabecera;1;1;1;4;1
600511;235;1;1;1;152.78185754;54001;1;Cabecera;1;1;1;1;1
600512;235;1;1;1;173.86033537;54001;1;Cabecera;1;1;1;4;1
600513;235;1;1;1;155.37310224;54001;1;Cabecera;1;1;1;4;1
600514;235;1;1;1;81.169292838;54001;1;Cabecera;1;1;2;1;1
600515;235;1;1;1;107.05132106;54001;1;Cabecera;3;1;1;2;1
600516;235;1;1;1;117.01002431;54001;1;Cabecera;1;1;2;1;1
600517;235;1;1;1;74.537466702;54001;1;Cabecera;1;1;2;1;1
600519;235;1;1;1;108.90133945;54001;1;Cabecera;2;1;1;2;1
600520;235;1;1;1;173.86033537;54001;1;Cabecera;1;1;1;4;1
600521;235;1;1;1;96.724862339;54001;1;Cabecera;2;1;1;3;1
600522;235;1;1;1;86.772158749;54001;1;Cabecera;1;1;1;1;1
600523;235;1;1;1;114.47541489;54001;1;Cabecera;2;1;1;2;1
600524;235;1;1;1;148.10796847;54001;1;Cabecera;1;1;2;1;1
600525;235;1;1;1;119.85689218;54001;1;Cabecera;2;1;1;2;1
600526;235;1;1;1;139.54725917;54001;1;Cabecera;1;1;2;2;1
600527;235;1;1;1;119.52908651;54001;1;Cabecera;1;1;2;1;1
600528;235;1;1;1;138.57067399;54001;1;Cabecera;1;1;2;1;1
600529;235;1;1;1;80.559603272;54001;1;Cabecera;1;1;2;1;1
600530;235;1;1;1;102.16402995;54001;1;Cabecera;1;1;3;1;1
600531;235;1;1;1;197.7638721;54001;1;Cabecera;1;1;1;2;1
600532;235;1;1;1;94.804584351;54001;1;Cabecera;1;1;2;1;1
600533;235;1;1;1;95.769213675;54001;1;Cabecera;2;1;2;1;1
600534;235;1;1;1;104.9589163;54001;1;Cabecera;2;1;2;2;1
600535;235;1;1;1;112.79401374;54001;1;Cabecera;1;1;1;1;1
600536;235;1;1;1;86.772158749;54001;1;Cabecera;1;1;2;1;1
600537;235;1;1;1;206.88289835;54001;1;Cabecera;1;1;1;4;1
600538;235;1;1;1;91.885757418;54001;1;Cabecera;1;1;1;1;1
600539;235;1;1;1;191.96444863;54001;1;Cabecera;1;1;2;1;1
600540;235;1;1;1;97.945786713;54001;1;Cabecera;1;1;1;1;1
600541;235;1;1;1;62.876107381;54001;1;Cabecera;1;1;1;1;1
600542;235;1;1;1;98.023935338;54001;1;Cabecera;1;1;3;3;1
600543;235;1;1;1;120.28027354;54001;1;Cabecera;1;1;3;1;1
600544;235;1;1;1;138.50552624;54001;1;Cabecera;1;1;1;2;1
600545;235;1;1;1;97.945786713;54001;1;Cabecera;1;1;3;1;1
600546;235;1;1;1;113.1941434;54001;1;Cabecera;2;1;2;1;1
600547;235;1;1;1;54.085783535;54001;1;Cabecera;1;1;2;4;1
600548;235;1;1;1;139.88086416;54001;1;Cabecera;1;1;3;4;1
600549;235;1;1;1;87.31628774;54001;1;Cabecera;1;1;2;1;1
600550;235;1;1;1;120.6816907;54001;1;Cabecera;3;1;2;1;1
600551;235;1;1;1;99.019015976;54001;1;Cabecera;1;1;2;1;1
600552;235;1;1;1;72.534095564;54001;1;Cabecera;2;1;2;2;2
600553;235;1;1;1;106.57466052;54001;1;Cabecera;1;1;3;3;1
600554;235;1;1;1;98.028383746;54001;1;Cabecera;3;1;2;2;1
600555;235;1;1;1;92.072949476;54001;1;Cabecera;1;1;2;1;1
600556;235;1;1;1;135.9426807;54001;1;Cabecera;2;1;3;2;1
600557;235;1;1;1;121.15596518;54001;1;Cabecera;1;1;3;2;1
600558;235;1;1;1;165.99196811;54001;1;Cabecera;2;1;2;2;1
600559;235;1;1;1;91.198179764;54001;1;Cabecera;2;1;3;2;1
600560;235;1;1;1;84.787212848;54001;1;Cabecera;2;1;3;1;1
600561;235;1;1;1;57.336512847;54001;1;Cabecera;1;1;2;4;1
600562;235;1;1;1;81.876945198;54001;1;Cabecera;1;1;2;2;1
600563;235;1;1;1;74.537466702;54001;1;Cabecera;1;1;2;1;1
600564;235;1;1;1;113.12518474;54001;1;Cabecera;2;1;2;1;1
600565;235;1;1;1;94.346240566;54001;1;Cabecera;2;1;2;2;1
600566;235;1;1;1;137.37112918;54001;1;Cabecera;2;1;2;2;1
600567;235;1;1;1;152.76878278;54001;1;Cabecera;1;1;1;1;1
600568;235;1;1;1;124.06717318;54001;1;Cabecera;1;1;2;3;1
600569;235;1;1;1;107.67328841;54001;1;Cabecera;1;1;2;2;1
600570;235;1;1;1;62.405346298;54001;1;Cabecera;1;1;3;1;1
600571;235;1;1;1;62.405346298;54001;1;Cabecera;1;1;3;1;1
600572;235;1;1;1;82.409435915;54001;1;Cabecera;1;1;3;1;1
600573;235;1;1;1;48.258392027;54001;1;Cabecera;1;1;3;1;1
600574;235;1;1;1;134.99932409;54001;1;Cabecera;2;1;2;2;1
600575;235;1;1;1;73.921627989;54001;1;Cabecera;2;1;3;1;1
600576;235;1;1;1;102.2746482;54001;1;Cabecera;1;1;2;1;1
600577;235;1;1;1;113.32606173;54001;1;Cabecera;1;1;2;4;1
600578;235;1;1;1;58.817030248;54001;1;Cabecera;1;1;3;2;1
600579;235;1;1;1;82.877204141;54001;1;Cabecera;1;1;2;2;1
600580;235;1;1;1;138.67854733;54001;1;Cabecera;2;1;2;3;1
600581;235;1;1;1;70.91042275;54001;1;Cabecera;1;1;3;1;1
600582;235;1;1;1;82.063440309;54001;1;Cabecera;1;1;3;2;1
600583;235;1;1;1;81.360853469;54001;1;Cabecera;2;1;2;2;1
600584;235;1;1;1;110.50967667;54001;1;Cabecera;1;1;2;2;1
600585;235;1;1;1;64.650908634;54001;1;Cabecera;1;1;3;2;1
600586;235;1;1;1;60.646465365;54001;1;Cabecera;2;1;3;2;1
600587;235;1;1;1;88.211868095;54001;1;Cabecera;1;1;1;4;1
600588;235;1;1;1;92.222126214;54001;1;Cabecera;1;1;2;1;1
600589;235;1;1;1;92.686421008;54001;1;Cabecera;1;1;3;1;1
600590;235;1;1;1;59.411409585;54001;1;Cabecera;1;1;3;1;1
600591;235;1;1;1;59.411409585;54001;1;Cabecera;1;1;3;1;1
600592;235;1;1;1;46.499511094;54001;1;Cabecera;1;1;3;1;1
600593;235;1;1;1;59.411409585;54001;1;Cabecera;1;1;3;1;1
600594;235;1;1;1;101.77561607;54001;1;Cabecera;1;1;3;2;1
600595;235;1;1;1;95.769213675;54001;1;Cabecera;1;1;2;2;1
600596;235;1;1;1;118.18403792;54001;1;Cabecera;1;1;2;1;1
600597;235;1;1;1;63.1544668;54001;1;Cabecera;1;1;3;1;1
600598;235;1;1;1;73.348544744;54001;1;Cabecera;1;1;3;3;1
600599;235;1;1;1;47.664012689;54001;1;Cabecera;1;1;3;1;1
600600;235;1;1;1;98.881936048;54001;1;Cabecera;1;1;2;1;1
600601;235;1;1;1;95.394158148;54001;1;Cabecera;1;1;2;1;1
600602;235;1;1;1;103.02834689;54001;1;Cabecera;2;1;2;1;1
600603;235;1;1;1;71.587030968;54001;1;Cabecera;1;1;2;1;1
600604;235;1;1;1;99.019015976;54001;1;Cabecera;1;1;2;3;1
600605;235;1;1;1;89.882704161;54001;1;Cabecera;2;1;2;2;1
600606;235;1;1;1;98.023935338;54001;1;Cabecera;1;1;2;1;1
600607;235;1;1;1;97.945786713;54001;1;Cabecera;1;1;2;1;1
600608;235;1;1;1;99.717781992;54001;1;Cabecera;1;1;2;1;1
600609;235;1;1;1;79.440021148;54001;1;Cabecera;1;1;2;1;1
600610;235;1;1;1;127.25024994;54001;1;Cabecera;1;1;2;4;1
600611;235;1;1;1;44.391342709;54001;1;Cabecera;1;1;2;2;1
600612;235;1;1;1;100.64889697;54001;1;Cabecera;2;1;2;2;1
600613;235;1;1;1;108.90133945;54001;1;Cabecera;1;1;2;1;1
600614;235;1;1;1;117.35583039;54001;1;Cabecera;2;1;2;3;1
600615;235;1;1;1;99.717781992;54001;1;Cabecera;1;1;2;1;1
600616;235;1;1;1;89.890514062;54001;1;Cabecera;1;1;2;1;1
600617;235;1;1;1;127.03448804;54001;1;Cabecera;1;1;2;1;1
600618;235;1;1;1;106.13306411;54001;1;Cabecera;2;1;2;2;1
600619;235;1;1;1;88.071231748;54001;1;Cabecera;1;1;2;3;1
600620;235;1;1;1;98.879565469;54001;1;Cabecera;1;1;2;4;1
600621;235;1;1;1;96.098116385;54001;1;Cabecera;1;1;2;1;1
600622;235;1;1;1;100.61568075;54001;1;Cabecera;2;1;2;2;1
600623;235;1;1;1;105.36990023;54001;1;Cabecera;2;1;2;1;1
600624;235;1;1;1;93.713931449;54001;1;Cabecera;2;1;2;2;1
600625;235;1;1;1;72.914002673;54001;1;Cabecera;2;1;3;1;1
600626;235;1;1;1;70.577233443;54001;1;Cabecera;2;1;3;2;1
600627;235;1;1;1;90.951053531;54001;1;Cabecera;1;1;2;2;1
600628;235;1;1;1;81.167066415;54001;1;Cabecera;2;1;2;3;1
600629;235;1;1;1;85.769309605;54001;1;Cabecera;1;1;2;2;1
600630;235;1;1;1;62.475954299;54001;1;Cabecera;2;1;3;2;1
600631;235;1;1;1;62.475954299;54001;1;Cabecera;2;1;3;1;1
600632;235;1;1;1;72.914002673;54001;1;Cabecera;2;1;3;1;1
600633;235;1;1;1;90.276173823;54001;1;Cabecera;2;1;3;2;1
600634;235;1;1;1;73.849335232;54001;1;Cabecera;2;1;3;2;1
600635;235;1;1;1;95.449374624;54001;1;Cabecera;1;1;3;1;1
600636;235;1;1;1;111.71091201;54001;1;Cabecera;1;1;3;1;1
600637;235;1;1;1;69.140658227;54001;1;Cabecera;2;1;3;2;1
600638;235;1;1;1;176.05901811;54001;1;Cabecera;3;1;3;3;1
600639;235;1;1;1;89.370023792;54001;1;Cabecera;1;1;3;1;1
600640;235;1;1;1;105.31704214;54001;1;Cabecera;1;1;3;1;1
600641;235;1;1;1;116.26501609;54001;1;Cabecera;1;1;3;1;1
600642;235;1;1;1;134.700542;54001;1;Cabecera;1;1;3;1;1
600643;235;1;1;1;95.449374624;54001;1;Cabecera;2;1;3;1;1
600644;235;1;1;1;117.01002431;54001;1;Cabecera;1;1;3;1;1
600645;235;1;1;1;139.35091253;54001;1;Cabecera;2;1;3;3;1
600646;235;1;1;1;83.754326132;54001;1;Cabecera;2;1;3;1;1
600647;235;1;1;1;96.952180163;54001;1;Cabecera;2;1;2;2;1
600648;235;1;1;1;97.064339291;54001;1;Cabecera;1;1;2;1;1
600649;235;1;1;1;123.40957218;54001;1;Cabecera;1;1;2;1;1
600650;235;1;1;1;97.494571409;54001;1;Cabecera;1;1;1;1;1
600651;235;1;1;1;161.57232924;54001;1;Cabecera;1;1;2;3;1
600652;235;1;1;1;117.56643815;54001;1;Cabecera;1;1;2;1;1
600653;235;1;1;1;126.44388027;54001;1;Cabecera;2;1;1;3;1
600654;235;1;1;1;106.36660072;54001;1;Cabecera;1;1;1;1;1
600655;235;1;1;1;52.810952215;54001;1;Cabecera;1;1;3;4;1
600656;235;1;1;1;61.079223719;54001;1;Cabecera;2;1;3;2;1
600657;235;1;1;1;111.70068907;54001;1;Cabecera;1;1;2;2;1
600658;235;1;1;1;59.340874863;54001;1;Cabecera;1;1;1;1;1
600659;235;1;1;1;89.116712496;54001;1;Cabecera;1;1;2;2;1
600660;235;1;1;1;104.30097739;54001;1;Cabecera;1;1;1;1;1
600661;235;1;1;1;52.864269023;54001;1;Cabecera;1;1;3;1;1
600662;235;1;1;1;145.38715821;54001;1;Cabecera;2;1;1;1;1
600663;235;1;1;1;130.68160734;54001;1;Cabecera;2;1;1;2;1
600664;235;1;1;1;104.18044614;54001;1;Cabecera;1;1;2;1;1
600665;235;1;1;1;96.191525817;54001;1;Cabecera;1;1;1;1;2
600666;235;1;1;1;71.062156868;54001;1;Cabecera;1;1;3;1;1
600667;235;1;1;1;77.130807777;54001;1;Cabecera;1;1;1;1;1
600668;235;1;1;1;61.079223719;54001;1;Cabecera;2;1;3;3;1
600669;235;1;1;1;100.26134555;54001;1;Cabecera;2;1;2;2;1
600670;235;1;1;1;70.702853739;54001;1;Cabecera;2;1;3;2;1
600671;235;1;1;1;96.338782338;54001;1;Cabecera;2;1;2;2;1
600672;235;1;1;1;81.939538909;54001;1;Cabecera;2;1;2;1;1
600673;235;1;1;1;69.509018998;54001;1;Cabecera;1;1;3;1;1
600674;235;1;1;1;76.359499699;54001;1;Cabecera;2;1;2;1;1
600675;235;1;1;1;118.60425539;54001;1;Cabecera;1;1;2;4;1
600676;235;1;1;1;95.833178713;54001;1;Cabecera;2;1;2;3;1
600677;235;1;1;1;111.45206645;54001;1;Cabecera;3;1;2;2;1
600678;235;1;1;1;108.87255343;54001;1;Cabecera;1;1;2;2;1
600679;235;1;1;1;90.276173823;54001;1;Cabecera;2;1;3;1;1
600680;235;1;1;1;96.444808731;54001;1;Cabecera;2;1;2;1;1
600681;235;1;1;1;84.518631836;54001;1;Cabecera;2;1;2;2;1
600682;235;1;1;1;91.861267054;54001;1;Cabecera;1;1;2;1;1
600683;235;1;1;1;133.32170346;54001;1;Cabecera;1;1;2;1;1
600684;235;1;1;1;114.88256932;54001;1;Cabecera;1;1;2;1;1
600685;235;1;1;1;113.76627603;54001;1;Cabecera;2;1;2;2;1
600686;235;1;1;1;92.555512516;54001;1;Cabecera;2;1;3;2;1
600687;235;1;1;1;79.103652375;54001;1;Cabecera;1;1;2;1;1
600688;235;1;1;1;112.35965377;54001;1;Cabecera;1;1;2;1;1
600689;235;1;1;1;135.01038536;54001;1;Cabecera;1;1;2;1;1
600690;235;1;1;1;127.94854628;54001;1;Cabecera;1;1;2;1;1
600691;235;1;1;1;77.318915785;54001;1;Cabecera;2;1;2;1;1
600692;235;1;1;1;95.449374624;54001;1;Cabecera;1;1;2;3;1
600693;235;1;1;1;112.82537327;54001;1;Cabecera;1;1;2;1;1
600694;235;1;1;1;113.13989231;54001;1;Cabecera;1;1;2;2;1
600696;235;1;1;1;77.130807777;54001;1;Cabecera;1;1;2;2;1
600697;235;1;1;1;139.84481693;54001;1;Cabecera;2;1;1;2;1
600698;235;1;1;1;176.85165042;54001;1;Cabecera;1;1;2;1;1
600699;235;1;1;1;151.82913117;54001;1;Cabecera;2;1;2;2;1
600700;235;1;1;1;156.25787425;54001;1;Cabecera;2;1;2;1;1
600701;235;1;1;1;131.44032126;54001;1;Cabecera;1;1;2;1;1
600702;235;1;1;1;166.4982004;54001;1;Cabecera;1;1;2;1;1
600703;235;1;1;1;76.979375066;54001;1;Cabecera;1;1;2;1;1
600704;235;1;1;1;106.44002876;54001;1;Cabecera;1;1;2;3;1
600705;235;1;1;1;149.60468156;54001;1;Cabecera;2;1;2;2;1
600706;235;1;1;1;141.60467725;54001;1;Cabecera;1;1;2;1;1
600707;235;1;1;1;122.31053559;54001;1;Cabecera;2;1;2;1;1
600708;235;1;1;1;106.52764938;54001;1;Cabecera;1;1;2;1;1
600709;235;1;1;1;52.828511471;54001;1;Cabecera;1;1;2;1;1
600710;235;1;1;1;111.96324847;54001;1;Cabecera;1;1;2;2;1
600711;235;1;1;1;129.07245952;54001;1;Cabecera;1;1;4;1;1
600712;235;1;1;1;89.370023792;54001;1;Cabecera;1;1;3;2;1
600713;235;1;1;1;98.230823707;54001;1;Cabecera;1;1;4;1;1
600714;235;1;1;1;117.01002431;54001;1;Cabecera;1;1;3;2;1
600715;235;1;1;1;110.28193171;54001;1;Cabecera;1;1;3;1;1
600716;235;1;1;1;115.90689025;54001;1;Cabecera;1;1;4;2;1
600717;235;1;1;1;103.85578224;54001;1;Cabecera;1;1;4;2;1
600718;235;1;1;1;88.25743776;54001;1;Cabecera;1;1;4;2;1
600719;235;1;1;1;133.21645341;54001;1;Cabecera;1;1;2;2;1
600720;235;1;1;1;130.28547586;73001;1;Cabecera;1;1;2;1;1
600721;235;1;1;1;134.908887;73001;1;Cabecera;1;1;2;1;1
600722;235;1;1;1;64.435219264;73001;1;Cabecera;1;1;1;1;1
600723;235;1;1;1;53.406024384;73001;1;Cabecera;1;1;1;1;1
600724;235;1;1;1;50.008842182;73001;1;Cabecera;1;1;2;1;1
600725;235;1;1;1;71.666542917;73001;1;Cabecera;1;1;2;1;1
600726;235;1;1;1;78.293149993;73001;1;Cabecera;1;1;2;1;1
600727;235;1;1;1;68.237105902;73001;1;Cabecera;1;1;2;1;1
