DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;DEPMUNI;CIUDADES28;Clase;P1987;P1988;P1988S1;P1989;P1990
632867;235;1;1;1;3897.1432148;00000;0;Cabecera;1;1;2;1;1
632868;235;1;1;1;4870.8684967;00000;0;Cabecera;1;1;2;1;1
632869;235;1;1;1;4427.2026834;00000;0;Cabecera;1;1;2;1;1
632870;235;1;1;1;2641.298312;00000;0;Cabecera;2;1;2;1;1
632871;235;1;1;1;7.7785579408;00000;0;Centro poblado y rur;1;1;8;3;1
632872;235;1;1;1;4.7172448068;00000;0;Centro poblado y rur;1;1;8;3;1
632873;235;1;1;1;6.0366274467;00000;0;Centro poblado y rur;1;1;8;3;1
632874;235;1;1;1;1387.445106;00000;0;Centro poblado y rur;1;1;2;1;1
632875;235;1;1;1;763.29765788;00000;0;Centro poblado y rur;2;1;2;1;1
632876;235;1;1;1;847.20262761;00000;0;Centro poblado y rur;1;1;1;1;1
632877;235;1;1;1;2280.0098785;00000;0;Centro poblado y rur;1;1;1;1;1
632878;235;1;1;1;1141.7042284;00000;0;Centro poblado y rur;1;1;1;1;1
632879;235;1;1;1;93.854055552;13001;1;Cabecera;1;1;2;1;1
632880;235;1;1;1;81.396928415;13001;1;Cabecera;2;1;1;2;1
632881;235;1;1;1;113.07710124;13001;1;Cabecera;2;1;5;2;1
632882;235;1;1;1;107.00763795;13001;1;Cabecera;2;1;4;2;1
632883;235;1;1;1;96.434417727;13001;1;Cabecera;2;1;5;1;1
632884;235;1;1;1;140.9319154;13001;1;Cabecera;2;1;2;1;1
632885;235;1;1;1;72.917828699;13001;1;Cabecera;2;1;1;1;1
632886;235;1;1;1;126.16321586;13001;1;Cabecera;2;2;;2;1
632887;235;1;1;1;133.93435802;13001;1;Cabecera;1;1;1;1;1
632888;235;1;1;1;72.710426934;13001;1;Cabecera;1;1;1;2;1
632890;235;1;1;1;116.59513503;13001;1;Cabecera;2;1;1;2;1
632891;235;1;1;1;100.25543247;13001;1;Cabecera;2;1;5;1;1
632892;235;1;1;1;119.40436657;13001;1;Cabecera;2;1;5;3;1
632893;235;1;1;1;155.24559927;13001;1;Cabecera;2;1;5;3;1
632894;235;1;1;1;118.15444377;13001;1;Cabecera;2;1;5;2;1
632895;235;1;1;1;127.7280261;13001;1;Cabecera;2;1;5;2;1
632896;235;1;1;1;127.93775283;13001;1;Cabecera;2;1;5;1;1
632897;235;1;1;1;111.40223829;13001;1;Cabecera;2;1;6;1;1
632898;235;1;1;1;116.58122028;13001;1;Cabecera;2;1;6;2;1
632899;235;1;1;1;111.61196502;13001;1;Cabecera;2;1;6;1;1
632900;235;1;1;1;166.62801388;13001;1;Cabecera;2;1;4;1;1
632901;235;1;1;1;167.10335743;13001;1;Cabecera;2;1;4;2;1
632902;235;1;1;1;161.37183532;13001;1;Cabecera;2;1;4;1;1
632903;235;1;1;1;159.25614543;13001;1;Cabecera;2;1;4;1;1
632904;235;1;1;1;166.31342379;13001;1;Cabecera;2;1;4;1;1
632905;235;1;1;1;188.30243095;13001;1;Cabecera;2;1;4;3;1
632906;235;1;1;1;167.41794753;13001;1;Cabecera;2;1;4;1;1
632907;235;1;1;1;149.43190758;13001;1;Cabecera;2;1;5;1;1
632908;235;1;1;1;118.15444377;13001;1;Cabecera;2;1;5;1;1
632909;235;1;1;1;127.7280261;13001;1;Cabecera;2;1;5;2;1
632910;235;1;1;1;97.434055615;13001;1;Cabecera;2;1;5;1;1
632911;235;1;1;1;121.49579925;13001;1;Cabecera;2;1;5;3;1
632912;235;1;1;1;155.03587254;13001;1;Cabecera;2;1;5;1;1
632913;235;1;1;1;121.14035362;13001;1;Cabecera;2;1;5;2;1
632914;235;1;1;1;111.61196502;13001;1;Cabecera;2;1;5;1;1
632915;235;1;1;1;125.63659343;13001;1;Cabecera;2;1;3;1;1
632916;235;1;1;1;117.58378473;13001;1;Cabecera;2;1;3;1;1
632917;235;1;1;1;117.57334104;13001;1;Cabecera;2;1;4;1;1
632918;235;1;1;1;121.66697605;13001;1;Cabecera;2;1;4;2;1
632919;235;1;1;1;107.00763795;13001;1;Cabecera;2;1;4;2;1
632920;235;1;1;1;110.87561586;13001;1;Cabecera;2;1;4;2;1
632921;235;1;1;1;116.94507915;13001;1;Cabecera;2;1;4;1;1
632922;235;1;1;1;111.61196502;13001;1;Cabecera;2;1;4;1;1
632923;235;1;1;1;107.37149682;13001;1;Cabecera;2;1;4;2;1
632924;235;1;1;1;111.61196502;13001;1;Cabecera;2;1;3;1;1
632925;235;1;1;1;107.21736468;13001;1;Cabecera;2;1;6;1;1
632926;235;1;1;1;94.058672835;13001;1;Cabecera;2;1;1;1;1
632927;235;1;1;1;111.61196502;13001;1;Cabecera;2;1;6;1;1
632928;235;1;1;1;117.31756944;13001;1;Cabecera;2;1;6;1;1
632929;235;1;1;1;117.57334104;13001;1;Cabecera;2;1;6;2;1
632930;235;1;1;1;128.46437526;13001;1;Cabecera;2;1;6;1;1
632931;235;1;1;1;111.61196502;13001;1;Cabecera;2;1;6;1;1
632932;235;1;1;1;94.814231068;13001;1;Cabecera;2;1;5;1;1
632933;235;1;1;1;116.94507915;13001;1;Cabecera;2;1;5;1;1
632934;235;1;1;1;122.23214841;13001;1;Cabecera;2;1;5;1;1
632935;235;1;1;1;111.40223829;13001;1;Cabecera;2;1;5;1;1
632936;235;1;1;1;128.25464853;13001;1;Cabecera;2;1;5;1;1
632937;235;1;1;1;127.7280261;13001;1;Cabecera;2;1;5;3;1
632938;235;1;1;1;111.61196502;13001;1;Cabecera;2;1;5;3;1
632939;235;1;1;1;127.7280261;13001;1;Cabecera;2;1;5;1;1
632940;235;1;1;1;111.80534863;13001;1;Cabecera;2;1;2;2;1
632941;235;1;1;1;112.04686048;13001;1;Cabecera;2;1;4;2;1
632942;235;1;1;1;83.397514433;13001;1;Cabecera;1;1;4;1;1
632943;235;1;1;1;94.446612983;13001;1;Cabecera;2;1;4;2;1
632944;235;1;1;1;95.384634774;13001;1;Cabecera;2;1;4;2;1
632945;235;1;1;1;99.836526829;13001;1;Cabecera;2;1;4;2;1
632946;235;1;1;1;93.590303026;13001;1;Cabecera;2;1;5;1;1
632947;235;1;1;1;99.40565393;13001;1;Cabecera;2;1;5;2;1
632948;235;1;1;1;91.318880471;13001;1;Cabecera;2;1;5;2;1
632949;235;1;1;1;92.175190427;13001;1;Cabecera;2;1;5;2;1
632950;235;1;1;1;96.671817628;13001;1;Cabecera;2;1;4;1;1
632951;235;1;1;1;88.300864075;13001;1;Cabecera;1;1;3;1;1
632952;235;1;1;1;83.282113972;13001;1;Cabecera;1;1;3;3;1
632953;235;1;1;1;108.92827996;13001;1;Cabecera;2;1;3;2;1
632954;235;1;1;1;129.63541248;13001;1;Cabecera;1;1;3;2;1
632955;235;1;1;1;104.50474863;13001;1;Cabecera;1;1;4;4;1
632956;235;1;1;1;106.44002175;13001;1;Cabecera;2;1;3;2;1
632957;235;1;1;1;89.347803897;13001;1;Cabecera;1;1;3;1;1
632958;235;1;1;1;82.50606592;13001;1;Cabecera;2;1;3;1;1
632959;235;1;1;1;93.00997085;13001;1;Cabecera;1;1;3;1;1
632960;235;1;1;1;111.80534863;13001;1;Cabecera;2;1;2;2;1
632961;235;1;1;1;90.461680992;13001;1;Cabecera;2;1;2;1;1
632962;235;1;1;1;126.41742592;13001;1;Cabecera;2;1;2;1;1
632963;235;1;1;1;90.040383046;13001;1;Cabecera;2;1;2;2;1
632964;235;1;1;1;117.66776264;13001;1;Cabecera;2;1;2;1;1
632965;235;1;1;1;90.461680992;13001;1;Cabecera;2;1;2;2;1
632966;235;1;1;1;92.347799361;13001;1;Cabecera;2;1;2;1;1
632967;235;1;1;1;93.556063321;13001;1;Cabecera;2;1;2;2;1
632968;235;1;1;1;91.089220569;13001;1;Cabecera;1;1;2;1;1
632969;235;1;1;1;114.92493265;13001;1;Cabecera;2;1;3;1;1
632970;235;1;1;1;80.789340064;13001;1;Cabecera;1;1;3;1;1
632971;235;1;1;1;87.679455198;13001;1;Cabecera;2;1;3;2;1
632972;235;1;1;1;78.967899226;13001;1;Cabecera;2;1;3;1;1
632973;235;1;1;1;81.172338196;13001;1;Cabecera;2;1;2;1;1
632977;235;1;1;1;115.76650955;13001;1;Cabecera;2;1;3;4;1
632978;235;1;1;1;102.51931155;13001;1;Cabecera;1;1;3;1;1
632979;235;1;1;1;98.462036473;13001;1;Cabecera;2;1;3;2;1
632980;235;1;1;1;101.12506696;13001;1;Cabecera;2;1;3;1;1
632981;235;1;1;1;127.7280261;13001;1;Cabecera;2;1;4;2;1
632982;235;1;1;1;113.07710124;13001;1;Cabecera;2;1;4;2;1
632983;235;1;1;1;127.7280261;13001;1;Cabecera;2;1;4;2;1
632984;235;1;1;1;118.15444377;13001;1;Cabecera;2;2;;1;1
632985;235;1;1;1;107.99975871;13001;1;Cabecera;2;1;4;2;1
632986;235;1;1;1;117.57334104;13001;1;Cabecera;2;1;4;2;1
632987;235;1;1;1;107.99975871;13001;1;Cabecera;2;1;4;2;1
632988;235;1;1;1;135.72607679;13001;1;Cabecera;1;1;1;1;1
632989;235;1;1;1;98.462036473;13001;1;Cabecera;2;1;8;1;1
632990;235;1;1;1;2178.0257143;00000;0;Cabecera;1;1;1;1;1
632991;235;1;1;1;462.90070097;00000;1;Cabecera;1;1;1;1;1
632993;235;1;1;1;934.7674621;11001;1;Cabecera;2;1;1;1;1
632994;235;1;1;1;1026.9312642;11001;1;Cabecera;1;1;1;1;1
632995;235;1;1;1;844.12843018;11001;1;Cabecera;2;1;3;2;1
632996;235;1;1;1;1032.6324058;11001;1;Cabecera;1;1;3;1;1
632997;235;1;1;1;1299.3851141;11001;1;Cabecera;1;1;3;1;1
632998;235;1;1;1;1014.1888532;11001;1;Cabecera;2;1;3;2;1
632999;235;1;1;1;1915.1221265;11001;1;Cabecera;1;1;3;1;1
633000;235;1;1;1;582.7378744;11001;1;Cabecera;2;1;2;4;1
633001;235;1;1;1;601.22128982;11001;1;Cabecera;1;1;2;1;1
633002;235;1;1;1;471.76133152;11001;1;Cabecera;1;1;2;1;1
633003;235;1;1;1;1928.1054222;11001;1;Cabecera;2;1;3;2;1
633006;235;1;1;1;1425.4290336;11001;1;Cabecera;1;1;3;2;1
633007;235;1;1;1;2070.2976085;11001;1;Cabecera;1;1;2;1;1
633008;235;1;1;1;997.08529291;11001;1;Cabecera;2;1;3;4;1
633009;235;1;1;1;1771.0806319;11001;1;Cabecera;1;1;3;2;1
633010;235;1;1;1;954.32211437;11001;1;Cabecera;1;1;2;1;2
633011;235;1;1;1;911.34442808;11001;1;Cabecera;3;1;2;4;1
633012;235;1;1;1;1399.0787644;11001;1;Cabecera;2;1;4;2;1
633013;235;1;1;1;1420.6572283;11001;1;Cabecera;2;1;2;1;1
633014;235;1;1;1;1232.0200126;11001;1;Cabecera;2;1;2;2;1
633015;235;1;1;1;1025.4251946;11001;1;Cabecera;2;1;2;2;1
633016;235;1;1;1;1236.7659911;11001;1;Cabecera;2;1;4;2;1
633017;235;1;1;1;2053.8625284;11001;1;Cabecera;2;1;2;2;1
633018;235;1;1;1;1266.1926453;11001;1;Cabecera;2;1;4;2;1
633019;235;1;1;1;2070.2976085;11001;1;Cabecera;1;1;2;1;1
633021;235;1;1;1;968.01572417;11001;1;Cabecera;1;1;2;2;1
633022;235;1;1;1;985.02214531;11001;1;Cabecera;1;1;2;2;1
633023;235;1;1;1;856.26248956;11001;1;Cabecera;1;1;2;1;1
633024;235;1;1;1;765.67420723;11001;1;Cabecera;1;1;2;2;1
633025;235;1;1;1;1483.7871835;11001;1;Cabecera;2;1;2;2;1
633026;235;1;1;1;782.05506139;11001;1;Cabecera;1;1;2;1;1
633027;235;1;1;1;985.02214531;11001;1;Cabecera;1;1;2;2;1
633028;235;1;1;1;839.44725863;11001;1;Cabecera;1;1;2;2;1
633029;235;1;1;1;799.4302415;11001;1;Cabecera;2;1;2;2;1
633030;235;1;1;1;1694.5735672;11001;1;Cabecera;2;1;3;2;1
633031;235;1;1;1;1427.5125622;11001;1;Cabecera;2;1;4;1;1
633032;235;1;1;1;1288.6980571;11001;1;Cabecera;2;1;4;1;1
633033;235;1;1;1;1201.0520971;11001;1;Cabecera;2;1;4;1;1
633034;235;1;1;1;1192.0256265;11001;1;Cabecera;2;1;4;2;1
633035;235;1;1;1;1647.7961254;11001;1;Cabecera;2;1;4;1;1
633036;235;1;1;1;1840.678478;11001;1;Cabecera;2;1;4;2;1
633037;235;1;1;1;747.78960013;11001;1;Cabecera;2;1;3;2;1
633038;235;1;1;1;1571.4364148;11001;1;Cabecera;2;1;3;1;1
633039;235;1;1;1;2114.939464;11001;1;Cabecera;2;1;2;2;1
633040;235;1;1;1;1405.6701071;11001;1;Cabecera;2;1;3;1;1
633041;235;1;1;1;2933.5813243;11001;1;Cabecera;2;1;2;2;1
633042;235;1;1;1;1246.3566161;11001;1;Cabecera;2;1;3;1;1
633043;235;1;1;1;2019.1605258;11001;1;Cabecera;2;1;2;1;1
633044;235;1;1;1;1612.4651171;11001;1;Cabecera;2;1;3;2;1
633045;235;1;1;1;1468.6981197;11001;1;Cabecera;2;1;3;1;1
633046;235;1;1;1;1535.629816;11001;1;Cabecera;2;1;2;2;1
633047;235;1;1;1;1554.3743254;11001;1;Cabecera;2;1;1;3;1
633049;235;1;1;1;1498.4593567;11001;1;Cabecera;2;1;3;2;1
633050;235;1;1;1;1802.9037714;11001;1;Cabecera;3;1;2;2;1
633051;235;1;1;1;2115.5589257;11001;1;Cabecera;2;1;2;2;1
633052;235;1;1;1;1583.8348094;11001;1;Cabecera;2;1;2;1;1
633053;235;1;1;1;1614.4099161;11001;1;Cabecera;2;1;2;1;1
633054;235;1;1;1;1686.7919897;11001;1;Cabecera;2;1;2;1;1
633055;235;1;1;1;1091.807188;11001;1;Cabecera;1;1;2;1;1
633056;235;1;1;1;953.03513221;11001;1;Cabecera;1;1;3;1;1
633057;235;1;1;1;1121.7558477;11001;1;Cabecera;1;1;3;4;1
633058;235;1;1;1;1300.2504658;11001;1;Cabecera;1;1;2;2;1
633059;235;1;1;1;1243.2138548;11001;1;Cabecera;1;1;2;2;1
633060;235;1;1;1;1436.4906286;11001;1;Cabecera;1;1;2;2;1
633061;235;1;1;1;1478.0060886;11001;1;Cabecera;1;1;2;2;1
633062;235;1;1;1;1624.2651266;11001;1;Cabecera;1;1;2;2;1
633063;235;1;1;1;687.81080639;11001;1;Cabecera;1;1;2;2;1
633064;235;1;1;1;622.1785564;11001;1;Cabecera;1;1;2;2;1
633065;235;1;1;1;915.70866185;11001;1;Cabecera;2;1;2;2;1
633066;235;1;1;1;998.97290449;11001;1;Cabecera;1;1;3;2;1
633067;235;1;1;1;1910.5692122;11001;1;Cabecera;1;1;2;2;1
633068;235;1;1;1;1573.9636099;11001;1;Cabecera;1;1;2;2;1
633069;235;1;1;1;1316.3863961;11001;1;Cabecera;3;1;2;2;1
633070;235;1;1;1;1276.1178531;11001;1;Cabecera;1;1;4;1;1
633071;235;1;1;1;1096.7064312;11001;1;Cabecera;1;1;4;1;1
633072;235;1;1;1;1498.4593567;11001;1;Cabecera;1;1;4;1;1
633073;235;1;1;1;1403.6077804;11001;1;Cabecera;2;1;3;1;1
633074;235;1;1;1;1246.3566161;11001;1;Cabecera;1;1;4;1;1
633075;235;1;1;1;1419.5502676;11001;1;Cabecera;1;1;4;1;1
633076;235;1;1;1;1298.9417762;11001;1;Cabecera;1;1;4;1;1
633077;235;1;1;1;1266.5272281;11001;1;Cabecera;1;1;4;2;1
633078;235;1;1;1;1369.2416856;11001;1;Cabecera;1;1;4;2;1
633079;235;1;1;1;1198.7674854;11001;1;Cabecera;2;1;5;1;1
633080;235;1;1;1;1246.3566161;11001;1;Cabecera;1;1;4;1;1
633081;235;1;1;1;1717.1860233;11001;1;Cabecera;1;1;4;2;1
633082;235;1;1;1;1013.4213467;11001;1;Cabecera;2;1;2;1;1
633083;235;1;1;1;1177.6929312;11001;1;Cabecera;1;1;3;2;1
633084;235;1;1;1;1592.2538892;11001;1;Cabecera;1;1;3;1;1
633085;235;1;1;1;1086.8456768;11001;1;Cabecera;1;1;2;1;1
633086;235;1;1;1;1385.9100596;11001;1;Cabecera;2;1;2;1;1
633087;235;1;1;1;1462.0953887;11001;1;Cabecera;1;1;3;2;1
633088;235;1;1;1;1919.3569149;11001;1;Cabecera;1;1;3;2;1
633089;235;1;1;1;1316.3457802;11001;1;Cabecera;1;1;3;1;1
633090;235;1;1;1;862.9823081;11001;1;Cabecera;1;1;3;2;1
633091;235;1;1;1;1641.8917712;11001;1;Cabecera;1;1;3;1;1
633092;235;1;1;1;1073.6123787;11001;1;Cabecera;1;1;3;2;1
633093;235;1;1;1;1571.4364148;11001;1;Cabecera;1;1;2;2;1
633094;235;1;1;1;1145.941218;11001;1;Cabecera;1;1;3;2;1
633095;235;1;1;1;1193.6936605;11001;1;Cabecera;1;1;3;1;1
633096;235;1;1;1;874.9703666;11001;1;Cabecera;2;1;3;2;1
633097;235;1;1;1;1650.9526098;11001;1;Cabecera;1;1;3;2;1
633098;235;1;1;1;1311.3864031;11001;1;Cabecera;1;1;3;1;1
633099;235;1;1;1;1202.8401481;11001;1;Cabecera;1;1;3;1;1
633100;235;1;1;1;1254.809388;11001;1;Cabecera;1;1;3;2;1
633101;235;1;1;1;1657.2763521;11001;1;Cabecera;1;1;3;1;1
633102;235;1;1;1;659.60852861;11001;1;Cabecera;2;1;2;2;1
633103;235;1;1;1;898.7240492;11001;1;Cabecera;2;1;2;2;1
633104;235;1;1;1;680.59618834;11001;1;Cabecera;1;1;3;1;1
633105;235;1;1;1;1428.8204303;11001;1;Cabecera;1;1;3;2;1
633106;235;1;1;1;1373.7488186;11001;1;Cabecera;2;1;3;2;1
633107;235;1;1;1;1095.3933485;11001;1;Cabecera;2;1;3;2;1
633108;235;1;1;1;899.20293045;11001;1;Cabecera;1;1;3;2;1
633109;235;1;1;1;899.40777711;11001;1;Cabecera;1;1;2;2;1
633110;235;1;1;1;788.57744623;11001;1;Cabecera;2;1;2;1;1
633111;235;1;1;1;1777.1216348;11001;1;Cabecera;2;1;2;2;1
633112;235;1;1;1;789.83183767;11001;1;Cabecera;1;1;3;1;1
633113;235;1;1;1;592.37387825;11001;1;Cabecera;2;1;2;2;1
633114;235;1;1;1;1285.4036148;11001;1;Cabecera;2;1;4;2;1
633115;235;1;1;1;1046.9352671;11001;1;Cabecera;2;1;4;1;1
633116;235;1;1;1;799.17832359;11001;1;Cabecera;2;1;2;2;1
633117;235;1;1;1;1291.3873132;11001;1;Cabecera;2;1;6;1;1
633118;235;1;1;1;1340.4919254;11001;1;Cabecera;2;1;2;2;1
633119;235;1;1;1;2070.2976085;11001;1;Cabecera;1;1;3;1;1
633120;235;1;1;1;1855.1489867;11001;1;Cabecera;1;1;3;2;1
633121;235;1;1;1;1211.735599;11001;1;Cabecera;2;1;2;1;1
633122;235;1;1;1;1317.7249946;11001;1;Cabecera;2;1;4;2;1
633123;235;1;1;1;1384.3131883;11001;1;Cabecera;2;1;4;2;1
633124;235;1;1;1;827.40841334;11001;1;Cabecera;2;1;4;2;1
633125;235;1;1;1;1751.35483;00000;1;Cabecera;1;1;2;1;1
633127;235;1;1;1;914.88123419;11001;1;Cabecera;2;1;4;2;1
633128;235;1;1;1;1201.8011522;00000;1;Cabecera;1;1;1;1;1
633129;235;1;1;1;1013.2217825;11001;1;Cabecera;2;1;4;2;1
633130;235;1;1;1;1087.921212;00000;1;Cabecera;1;1;2;2;1
633131;235;1;1;1;908.8504639;00000;1;Cabecera;1;1;2;2;1
633132;235;1;1;1;1323.0071795;11001;1;Cabecera;2;1;4;2;1
633133;235;1;1;1;1201.8011522;00000;1;Cabecera;1;1;2;1;1
633135;235;1;1;1;2193.9773269;11001;1;Cabecera;2;1;3;2;1
633136;235;1;1;1;1096.143494;00000;1;Cabecera;2;1;1;2;1
633137;235;1;1;1;1997.0608264;11001;1;Cabecera;1;1;3;1;1
633138;235;1;1;1;1898.7266145;11001;1;Cabecera;2;1;3;2;1
633139;235;1;1;1;1548.9661004;11001;1;Cabecera;2;1;3;2;1
633140;235;1;1;1;2193.91296;11001;1;Cabecera;2;1;3;4;1
633141;235;1;1;1;921.11071138;11001;1;Cabecera;1;1;2;1;1
633142;235;1;1;1;719.5729403;11001;1;Cabecera;2;1;6;2;1
633143;235;1;1;1;1535.021184;11001;1;Cabecera;1;1;3;1;1
633144;235;1;1;1;1586.2720569;11001;1;Cabecera;1;1;3;2;1
633145;235;1;1;1;736.8885691;11001;1;Cabecera;2;1;6;1;1
633146;235;1;1;1;1586.2720569;11001;1;Cabecera;1;1;3;2;1
633147;235;1;1;1;1034.4655939;11001;1;Cabecera;2;1;2;2;1
633148;235;1;1;1;2489.0993055;11001;1;Cabecera;2;1;3;2;1
633149;235;1;1;1;1202.4113803;11001;1;Cabecera;2;1;2;2;1
633150;235;1;1;1;1044.6454774;11001;1;Cabecera;2;2;;1;1
633151;235;1;1;1;2202.7422686;11001;1;Cabecera;1;1;3;2;1
633152;235;1;1;1;2202.3164359;11001;1;Cabecera;3;1;3;4;1
633153;235;1;1;1;900.64158446;11001;1;Cabecera;2;1;6;1;1
633154;235;1;1;1;936.19244227;11001;1;Cabecera;1;1;2;1;1
633155;235;1;1;1;1063.4315443;11001;1;Cabecera;1;1;2;1;1
633156;235;1;1;1;1385.236391;11001;1;Cabecera;1;1;2;1;1
633157;235;1;1;1;1014.8552766;11001;1;Cabecera;2;1;2;2;1
633159;235;1;1;1;2124.346923;11001;1;Cabecera;2;1;2;2;1
633160;235;1;1;1;1469.0327026;11001;1;Cabecera;2;1;2;2;1
633161;235;1;1;1;1053.1091169;11001;1;Cabecera;2;1;5;2;1
633162;235;1;1;1;1266.5272281;11001;1;Cabecera;2;1;4;2;1
633163;235;1;1;1;1380.1984056;11001;1;Cabecera;2;1;4;1;1
633164;235;1;1;1;1043.8511417;11001;1;Cabecera;2;1;4;1;1
633165;235;1;1;1;1113.8809216;11001;1;Cabecera;2;1;4;1;1
633166;235;1;1;1;1459.7781947;11001;1;Cabecera;2;1;3;1;1
633167;235;1;1;1;1236.7659911;11001;1;Cabecera;2;1;4;2;1
633169;235;1;1;1;2908.8935229;11001;1;Cabecera;2;1;4;1;1
633170;235;1;1;1;2103.2267897;11001;1;Cabecera;2;1;4;1;1
633171;235;1;1;1;2237.5176838;11001;1;Cabecera;2;1;4;1;1
633172;235;1;1;1;2221.4020434;11001;1;Cabecera;2;1;4;1;1
633173;235;1;1;1;2483.4701481;11001;1;Cabecera;2;1;4;1;1
633174;235;1;1;1;2399.3328022;11001;1;Cabecera;2;1;4;2;1
633175;235;1;1;1;2478.9926856;11001;1;Cabecera;2;1;4;2;1
633176;235;1;1;1;794.02888639;11001;1;Cabecera;2;1;3;2;1
633177;235;1;1;1;1704.9790008;11001;1;Cabecera;2;1;2;2;1
633178;235;1;1;1;1002.1216619;00000;1;Cabecera;1;1;2;1;1
633179;235;1;1;1;1210.5714103;11001;1;Cabecera;2;1;2;2;1
633180;235;1;1;1;1242.0787449;11001;1;Cabecera;2;1;3;1;1
633181;235;1;1;1;1366.4968441;11001;1;Cabecera;2;1;3;3;1
633182;235;1;1;1;1556.7896132;00000;1;Cabecera;1;1;1;2;1
633184;235;1;1;1;1277.5491585;11001;1;Cabecera;2;1;4;2;1
633185;235;1;1;1;1840.0340034;00000;1;Cabecera;2;1;1;2;1
633186;235;1;1;1;752.18946668;11001;1;Cabecera;2;1;3;2;1
633187;235;1;1;1;851.97260439;11001;1;Cabecera;1;1;3;1;1
633188;235;1;1;1;775.51078337;11001;1;Cabecera;1;1;3;1;1
633189;235;1;1;1;1563.3359565;00000;1;Cabecera;1;1;2;1;1
633190;235;1;1;1;1156.7283893;00000;1;Cabecera;1;1;2;2;1
633191;235;1;1;1;774.85247873;00000;1;Cabecera;2;1;2;2;1
633192;235;1;1;1;1307.5296546;11001;1;Cabecera;2;1;3;2;1
633193;235;1;1;1;1183.7158325;11001;1;Cabecera;2;1;3;2;1
633194;235;1;1;1;1249.4808824;11001;1;Cabecera;2;1;3;1;1
633195;235;1;1;1;1394.312154;11001;1;Cabecera;2;1;3;1;1
633196;235;1;1;1;662.67550975;11001;1;Cabecera;2;1;3;2;1
633197;235;1;1;1;758.34924127;11001;1;Cabecera;2;1;3;2;1
633198;235;1;1;1;690.28981817;11001;1;Cabecera;1;1;3;1;1
633199;235;1;1;1;734.36477826;11001;1;Cabecera;2;1;3;1;1
633200;235;1;1;1;589.30435588;11001;1;Cabecera;2;1;3;1;1
633201;235;1;1;1;701.46123405;11001;1;Cabecera;2;1;3;2;1
633202;235;1;1;1;827.40841334;11001;1;Cabecera;2;1;3;2;1
633203;235;1;1;1;900.64158446;11001;1;Cabecera;2;1;6;2;1
633205;235;1;1;1;1649.9081604;11001;1;Cabecera;2;1;3;2;1
633206;235;1;1;1;1173.0558545;11001;1;Cabecera;2;1;3;2;1
633207;235;1;1;1;1400.7056002;11001;1;Cabecera;2;1;3;1;1
633208;235;1;1;1;1264.2649445;11001;1;Cabecera;2;1;3;2;1
633209;235;1;1;1;1277.6075435;11001;1;Cabecera;2;1;3;2;1
633210;235;1;1;1;1042.4784722;11001;1;Cabecera;2;1;2;2;1
633211;235;1;1;1;1966.5618841;11001;1;Cabecera;2;1;3;1;1
633212;235;1;1;1;1819.0391062;11001;1;Cabecera;2;1;3;1;1
633213;235;1;1;1;2338.4775038;11001;1;Cabecera;2;1;3;2;1
633214;235;1;1;1;1933.3349106;11001;1;Cabecera;2;1;3;1;1
633215;235;1;1;1;1776.2947792;11001;1;Cabecera;2;1;3;2;1
633216;235;1;1;1;1198.3792587;11001;1;Cabecera;1;1;3;2;1
633217;235;1;1;1;1890.5905836;11001;1;Cabecera;2;1;3;2;1
633218;235;1;1;1;2142.6665631;11001;1;Cabecera;2;1;3;2;1
633219;235;1;1;1;1302.7137204;11001;1;Cabecera;2;1;6;2;1
633220;235;1;1;1;1192.6793781;11001;1;Cabecera;2;1;3;2;1
633221;235;1;1;1;1316.003131;11001;1;Cabecera;2;1;3;2;1
633222;235;1;1;1;1414.8764097;11001;1;Cabecera;2;1;6;2;1
633223;235;1;1;1;1420.2585279;11001;1;Cabecera;2;1;3;2;1
633224;235;1;1;1;1766.2484811;11001;1;Cabecera;2;1;6;1;1
633225;235;1;1;1;1179.2419916;11001;1;Cabecera;2;1;3;2;1
633226;235;1;1;1;1858.4614936;11001;1;Cabecera;2;1;3;2;1
633227;235;1;1;1;1289.9546637;11001;1;Cabecera;2;1;3;2;1
633228;235;1;1;1;884.92142381;11001;1;Cabecera;2;1;5;2;1
633229;235;1;1;1;1400.7056002;11001;1;Cabecera;2;1;3;2;1
633230;235;1;1;1;1034.2692996;11001;1;Cabecera;1;1;5;4;1
633231;235;1;1;1;782.42382036;11001;1;Cabecera;2;1;5;1;1
633232;235;1;1;1;988.79513447;11001;1;Cabecera;2;1;5;2;1
633233;235;1;1;1;2142.6665631;11001;1;Cabecera;2;1;3;1;1
633234;235;1;1;1;638.43072925;11001;1;Cabecera;1;1;5;1;1
633235;235;1;1;1;1819.0391062;11001;1;Cabecera;2;1;3;2;1
633236;235;1;1;1;2025.0427082;11001;1;Cabecera;2;1;3;2;1
633237;235;1;1;1;1266.5272281;11001;1;Cabecera;1;1;2;1;1
633238;235;1;1;1;1246.3566161;11001;1;Cabecera;1;1;2;1;1
633239;235;1;1;1;1548.6124917;11001;1;Cabecera;1;1;2;2;1
633241;235;1;1;1;530.55621723;00000;0;Cabecera;1;1;2;2;1
633242;235;1;1;1;583.47320758;00000;0;Cabecera;2;1;3;1;1
